taskId;deviceId;datacenterId;hostId;vmId;vmType;taskType;taskLenght;taskInputSize;taskOutputSize;taskCreationTime;taskStartTime;taskFinishedUploadTime;taskStartedDownloadTime;taskEndTime;status;netDelay;wlanDelay;manDelay;wanDelay;gsmDelay
1;287;1003;0;0;1;2;74896;2173;7;65.33454541022832;65.33454541022832;70.40180855898691;7889.067849173543;7894.068959529142;COMPLETED;10.068373504357822;0.0660303829038676;10.002343121453954;0.0;0.0
2;25;1003;0;1;1;3;8692;34;204;145.29853671328195;145.29853671328195;150.30101194142551;1019.4011799926062;1024.4082569913162;COMPLETED;10.009552226853522;0.0072088216197800405;10.002343405233741;0.0;0.0
3;357;1003;1;2;1;3;3163;8;1091;161.125477559213;161.125477559213;166.12716526902838;482.36447941499165;487.3984227431052;COMPLETED;10.035631037928923;0.03328779395016077;10.00234324397876;0.0;0.0
4;142;1003;1;3;1;0;172;41;41;209.97069139756184;209.97069139756184;214.97337864987068;232.17337864987067;237.17551828031398;COMPLETED;10.004826882752191;0.0024837116505124508;10.002343171101678;0.0;0.0
5;142;1003;1;3;1;0;290;41;41;242.97069139756184;242.97069139756184;247.97337864987068;276.9733786498707;281.9755183531911;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
6;142;1003;2;4;1;0;169;41;41;275.97069139756184;275.97069139756184;275.9719332533871;292.87193325338706;292.8731751092123;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
7;139;1003;1;3;1;3;11519;11;1685;289.0627012553903;289.0627012553903;294.06447941499164;1445.8665249414307;1450.9184600344274;COMPLETED;10.053713252597865;0.051370426332550206;10.002342826265314;0.0;0.0
8;142;1003;2;4;1;0;368;41;41;308.97069139756184;308.97069139756184;308.9719332533871;345.76923117292824;345.7704730287535;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
9;622;1003;2;5;1;1;2161;4;247;323.135776682929;323.135776682929;323.1358978395949;539.1533323718661;539.1608137959842;COMPLETED;0.007602580783885673;0.007602580783885673;0.0;0.0;0.0
10;142;1003;3;6;1;0;153;41;41;341.97069139756184;341.97069139756184;346.97337823215724;362.27337823215726;367.27551793547764;COMPLETED;10.004826537915827;0.0024837116505124508;10.002342826265314;0.0;0.0
11;142;1003;2;4;1;0;138;41;41;374.97069139756184;374.97069139756184;374.9719332533871;388.7719332533871;388.77317510921233;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
12;206;1003;3;6;1;3;16198;10;1997;377.5565367194289;377.5565367194289;382.5582845898638;2002.2607653335037;2007.3221508076938;COMPLETED;10.06313334462491;0.060790357104615715;10.002342987520295;0.0;0.0
13;73;1003;3;6;1;2;37950;658;45;379.1113845118199;379.1113845118199;384.1327597621271;4190.420259762128;4195.422520944682;COMPLETED;10.023636432861384;0.021293284028173817;10.00234314883321;0.0;0.0
14;494;1003;2;4;1;0;293;41;41;400.5607705569114;400.5607705569114;400.56201241273664;429.86201241273665;429.8632542685619;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
15;142;1003;3;7;1;0;297;41;41;407.97069139756184;407.97069139756184;412.97337823215724;442.67337823215723;447.6755179354776;COMPLETED;10.004826537915827;0.0024837116505124508;10.002342826265314;0.0;0.0
16;605;1003;2;4;1;2;38045;3600;139;431.70951264275834;431.70951264275834;436.8199990385328;4251.489940632409;4256.495048674044;COMPLETED;10.115594437408834;0.11325119343007384;10.00234324397876;0.0;0.0
17;494;1003;2;4;1;0;301;41;41;433.5607705569114;433.5607705569114;433.56201241273664;463.63859992005376;463.639841775879;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
18;142;1003;2;5;1;0;441;41;41;440.97069139756184;440.97069139756184;440.9719332533871;485.0533323718661;485.0545742276913;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
19;114;1003;3;7;1;0;155;41;41;458.46515857081215;458.46515857081215;463.46784540540756;478.96345780922024;483.9655975125406;COMPLETED;10.004826537915827;0.0024837116505124508;10.002342826265314;0.0;0.0
20;494;1003;3;7;1;0;474;41;41;466.5607705569114;466.5607705569114;471.56345780922027;518.9400453165374;523.9421850198578;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
21;142;1003;2;5;1;0;491;41;41;473.97069139756184;473.97069139756184;473.9719332533871;523.0533323718661;523.0545742276913;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
22;114;1003;1;2;1;0;158;41;41;491.46515857081215;491.46515857081215;496.46784540540756;512.2634578092203;517.2655975125407;COMPLETED;10.004826537915827;0.0024837116505124508;10.002342826265314;0.0;0.0
23;494;1003;1;2;1;0;375;41;41;499.5607705569114;499.5607705569114;504.56345780922027;542.0401010930282;547.0422407963486;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
24;142;1003;3;7;1;0;165;41;41;506.97069139756184;506.97069139756184;511.9733786498707;528.4634578092202;533.4655975125406;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
25;474;1003;1;2;1;0;322;41;41;513.104080507386;513.104080507386;518.1067677596949;550.2967911425536;555.298930845874;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
26;796;1003;2;5;1;2;38225;344;97;523.761815200433;523.761815200433;528.7736800701822;4363.562012412736;4368.565848309379;COMPLETED;10.015700766391884;0.013357522413121839;10.00234324397876;0.0;0.0
27;114;1003;2;5;1;0;269;41;41;524.4651585708122;524.4651585708122;524.4664004266374;551.335897839595;551.3371396954202;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
28;494;1003;3;7;1;0;403;41;41;532.5607705569114;532.5607705569114;537.5634582271753;577.8400453165374;582.8421850198578;COMPLETED;10.004827373584295;0.0024837116505124508;10.002343661933782;0.0;0.0
29;142;1003;3;7;1;0;341;41;41;539.9706913975618;539.9706913975618;544.9733786498707;579.0634582271753;584.0655979304956;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
30;474;1003;1;2;1;0;328;41;41;546.104080507386;546.104080507386;551.1067677596949;583.899858274764;588.9019981393394;COMPLETED;10.004827116884254;0.0024837116505124508;10.002343405233741;0.0;0.0
