taskId;deviceId;datacenterId;hostId;vmId;vmType;taskType;taskLenght;taskInputSize;taskOutputSize;taskCreationTime;taskStartTime;taskFinishedUploadTime;taskStartedDownloadTime;taskEndTime;status;netDelay;wlanDelay;manDelay;wanDelay;gsmDelay
1;287;1000;4;8;2;2;74896;2173;7;65.33454541022832;65.33454541022832;66.1741910183442;815.1253926031835;815.1280973980555;COMPLETED;0.8423504029878709;0.0;0.0;0.8423504029878709;0.0
2;25;1000;4;8;2;3;8692;34;204;145.29853671328195;145.29853671328195;145.3116742883744;232.2265337675263;232.30535921808112;COMPLETED;0.09196302564729966;0.0;0.0;0.09196302564729966;0.0
3;357;1000;4;8;2;3;3163;8;1091;161.125477559213;161.125477559213;161.12856875335243;192.75856875335242;193.18013035411377;COMPLETED;0.4246527949007661;0.0;0.0;0.4246527949007661;0.0
4;142;1000;4;9;2;0;172;41;41;209.97069139756184;209.97069139756184;209.98653376752628;211.70653376752628;211.72237613749073;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
5;142;1000;4;8;2;0;290;41;41;242.97069139756184;242.97069139756184;242.98653376752628;245.8865337675263;245.90237613749073;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
6;142;1000;4;8;2;0;169;41;41;275.97069139756184;275.97069139756184;275.9865337675263;277.6765337675263;277.6923761374907;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
7;139;1000;4;8;2;3;11519;11;1685;289.0627012553903;289.0627012553903;289.066951647332;404.25524850449415;404.9063312701063;COMPLETED;0.6553331575538665;0.0;0.0;0.6553331575538665;0.0
8;142;1000;4;9;2;0;368;41;41;308.97069139756184;308.97069139756184;308.9865337675263;312.6665337675263;312.68237613749073;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
9;142;1000;4;9;2;0;153;41;41;341.97069139756184;341.97069139756184;341.9865337675263;343.51653376752625;343.5323761374907;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
10;142;0;0;0;1;0;138;41;41;374.97069139756184;379.1113845118199;384.11407104329516;397.91407104329517;402.9162106295763;COMPLETED;10.004826117756412;0.0024837116505124508;10.0023424061059;0.0;0.0
11;206;1000;4;11;2;3;16198;10;1997;377.5565367194289;379.1113845118199;379.11524850449416;541.0865337675262;541.8581731045753;COMPLETED;0.7755033297232371;0.0;0.0;0.7755033297232371;0.0
12;73;0;0;1;1;2;37950;658;45;379.1113845118199;379.1113845118199;379.1313147833569;4174.0417141101425;4174.043077122634;COMPLETED;0.021293284028173817;0.021293284028173817;0.0;0.0;0.0
13;142;1000;4;8;2;0;297;41;41;407.97069139756184;407.97069139756184;407.9865337675263;410.9565337675263;410.97237613749076;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
14;142;1000;4;8;2;0;441;41;41;440.97069139756184;440.97069139756184;440.9865337675263;445.3965337675263;445.41237613749075;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
15;114;1000;4;8;2;0;155;41;41;458.46515857081215;458.46515857081215;458.4810009407766;460.0310009407766;460.04684331074105;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
16;142;1000;4;8;2;0;491;41;41;473.97069139756184;473.97069139756184;473.9865337675263;478.8965337675263;478.91237613749075;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
17;114;1000;4;8;2;0;158;41;41;491.46515857081215;491.46515857081215;491.4810009407766;493.0610009407766;493.076843310741;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
18;142;1000;4;8;2;0;165;41;41;506.97069139756184;506.97069139756184;506.9865337675263;508.63653376752626;508.6523761374907;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
19;114;1000;4;8;2;0;269;41;41;524.4651585708122;524.4651585708122;524.4810009407767;527.1710009407767;527.1868433107412;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
20;142;1000;4;8;2;0;341;41;41;539.9706913975618;539.9706913975618;539.9865337675263;543.3965337675262;543.4123761374907;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
21;114;1000;4;8;2;0;314;41;41;557.4651585708122;557.4651585708122;557.4810009407767;560.6210009407766;560.6368433107411;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
22;142;1000;4;8;2;0;172;41;41;572.9706913975618;572.9706913975618;572.9865337675263;574.7065337675264;574.7223761374909;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
23;114;1000;4;8;2;0;259;41;41;590.4651585708122;590.4651585708122;590.4810009407767;593.0710009407767;593.0868433107412;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
24;142;1000;4;8;2;0;260;41;41;605.9706913975618;605.9706913975618;605.9865337675263;608.5865337675264;608.6023761374909;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
25;68;1000;4;8;2;3;35429;5;1505;618.2417539621821;618.2417539621821;618.2436859585192;972.5252560447791;973.1067869422546;COMPLETED;0.5834628938126996;0.0;0.0;0.5834628938126996;0.0
26;114;1000;4;9;2;0;154;41;41;623.4651585708122;623.4651585708122;623.4810009407767;625.0210009407766;625.0368433107411;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
27;142;1000;4;9;2;0;141;41;41;638.9706913975618;638.9706913975618;638.9865337675263;640.3965337675263;640.4123761374908;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
28;114;1000;4;9;2;0;284;41;41;656.4651585708122;656.4651585708122;656.4810009407767;659.3210009407767;659.3368433107412;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
29;381;1000;4;9;2;0;360;41;41;665.1395502332191;665.1395502332191;665.1553926031836;668.7553926031836;668.7712349731481;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
30;142;1000;4;9;2;0;247;41;41;671.9706913975618;671.9706913975618;671.9865337675263;674.4565337675264;674.4723761374909;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
31;114;1000;4;9;2;0;462;41;41;689.4651585708122;689.4651585708122;689.4810009407767;694.1010009407767;694.1168433107412;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
32;381;1000;4;9;2;0;157;41;41;698.1395502332191;698.1395502332191;698.1553926031836;699.7253926031836;699.7412349731482;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
33;142;1000;4;9;2;0;469;41;41;704.9706913975618;704.9706913975618;704.9865337675263;709.6765337675264;709.6923761374909;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
34;114;1000;4;9;2;0;148;41;41;722.4651585708122;722.4651585708122;722.4810009407767;723.9610009407767;723.9768433107412;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
35;381;1000;4;9;2;0;264;41;41;731.1395502332191;731.1395502332191;731.1553926031836;733.7953926031836;733.8112349731481;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
36;142;1000;4;9;2;0;283;41;41;737.9706913975618;737.9706913975618;737.9865337675263;740.8165337675264;740.8323761374909;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
37;114;1000;4;9;2;0;171;41;41;755.4651585708122;755.4651585708122;755.4810009407767;757.1910009407767;757.2068433107412;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
38;381;1000;4;9;2;0;159;41;41;764.1395502332191;764.1395502332191;764.1553926031836;765.7453926031836;765.7612349731481;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
39;142;1000;4;9;2;0;167;41;41;770.9706913975618;770.9706913975618;770.9865337675263;772.6565337675263;772.6723761374908;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
40;114;1000;4;9;2;0;235;41;41;788.4651585708122;788.4651585708122;788.4810009407767;790.8310009407767;790.8468433107412;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
41;381;1000;4;9;2;0;330;41;41;797.1395502332191;797.1395502332191;797.1553926031836;800.4553926031836;800.4712349731481;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
42;142;1000;4;9;2;0;324;41;41;803.9706913975618;803.9706913975618;803.9865337675263;807.2265337675263;807.2423761374909;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
43;114;1000;4;8;2;0;168;41;41;821.4651585708122;821.4651585708122;821.4810009407767;823.1610009407766;823.1768433107411;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
44;381;1000;4;8;2;0;150;41;41;830.1395502332191;830.1395502332191;830.1553926031836;831.6553926031836;831.6712349731481;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
45;142;1000;4;8;2;0;167;41;41;836.9706913975618;836.9706913975618;836.9865337675263;838.6565337675263;838.6723761374908;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
46;114;1000;4;8;2;0;318;41;41;854.4651585708122;854.4651585708122;854.4810009407767;857.6610009407766;857.6768433107411;COMPLETED;0.03168473992890156;0.0;0.0;0.03168473992890156;0.0
47;381;0;0;0;1;0;137;41;41;863.1395502332191;864.5390272755471;869.5417141101425;883.2417141101425;888.2438538134629;COMPLETED;10.004826537915827;0.0024837116505124508;10.002342826265314;0.0;0.0
