taskId;deviceId;datacenterId;hostId;vmId;vmType;taskType;taskLenght;taskInputSize;taskOutputSize;taskCreationTime;taskStartTime;taskFinishedUploadTime;taskStartedDownloadTime;taskEndTime;status;netDelay;wlanDelay;manDelay;wanDelay;gsmDelay
1;287;1003;0;0;1;2;74896;2173;7;65.33454541022832;65.33454541022832;65.4003637689669;10275.837814329903;10275.83802635407;COMPLETED;0.0660303829038676;0.0660303829038676;0.0;0.0;0.0
2;25;1003;0;0;1;3;8692;34;204;145.29853671328195;145.29853671328195;150.30101152371208;1019.4134573915068;1024.4205342289617;COMPLETED;10.009551647885093;0.0072088216197800405;10.002342826265314;0.0;0.0
3;357;1003;0;0;1;3;3163;8;1091;161.125477559213;161.125477559213;166.12716526902838;482.35828500757725;487.3922283356908;COMPLETED;10.035631037928923;0.03328779395016077;10.00234324397876;0.0;0.0
4;142;1003;0;0;1;0;172;41;41;209.97069139756184;209.97069139756184;214.97337864987068;232.17337864987067;237.17551825823236;COMPLETED;10.004826860670564;0.0024837116505124508;10.002343149020051;0.0;0.0
5;142;1003;0;0;1;0;290;41;41;242.97069139756184;242.97069139756184;247.97337864987068;276.9733786498707;281.9755183531911;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
6;142;1003;0;0;1;0;169;41;41;275.97069139756184;275.97069139756184;280.9733786498707;297.8644798327051;302.8666195360255;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
7;139;1003;0;0;1;3;11519;11;1685;289.0627012553903;289.0627012553903;294.0644798327051;1446.104629067826;1451.1565641608227;COMPLETED;10.05371367031131;0.051370426332550206;10.00234324397876;0.0;0.0
8;142;1003;0;0;1;0;368;41;41;308.97069139756184;308.97069139756184;313.9733786498707;350.7733786498707;355.7755183531911;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
9;142;1003;0;0;1;0;153;41;41;341.97069139756184;341.97069139756184;346.9733786498707;362.2733786498707;367.2755183531911;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
10;142;1003;0;0;1;0;138;41;41;374.97069139756184;374.97069139756184;379.9733786498707;393.75828500757723;398.7604247108976;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
11;206;1003;0;0;1;3;16198;10;1997;377.5565367194289;377.5565367194289;382.55828500757724;2014.9634590638111;2020.0248443767464;COMPLETED;10.063133601083376;0.060790357104615715;10.00234324397876;0.0;0.0
12;73;1003;0;0;1;2;37950;658;45;379.1113845118199;379.1113845118199;384.13276017984055;4394.85247656598;4399.854737748535;COMPLETED;10.023636850574832;0.021293284028173817;10.002343566546656;0.0;0.0
13;494;1003;0;1;1;0;293;41;41;400.5607705569114;400.5607705569114;405.56345864537207;434.8400453165374;439.84218501985777;COMPLETED;10.0048277917811;0.0024837116505124508;10.002344080130587;0.0;0.0
14;142;1003;0;1;1;0;297;41;41;407.97069139756184;407.97069139756184;412.9733786498707;442.6634578092203;447.66559751254067;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
15;494;1003;0;1;1;0;301;41;41;433.5607705569114;433.5607705569114;438.56345780922027;468.6345124897877;473.6366521931081;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
16;142;1003;0;1;1;0;441;41;41;440.97069139756184;440.97069139756184;445.9733786498707;490.05828500757724;495.0604247108976;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
17;114;1003;0;1;1;0;155;41;41;458.46515857081215;458.46515857081215;463.467845823121;478.96345780922024;483.9655975125406;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
18;494;1003;0;1;1;0;474;41;41;466.5607705569114;466.5607705569114;471.56345780922027;518.9345124897877;523.9366521931081;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
19;142;1003;0;1;1;0;491;41;41;473.97069139756184;473.97069139756184;478.9733786498707;528.0345124897877;533.0366521931081;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
20;114;1003;0;0;1;0;158;41;41;491.46515857081215;491.46515857081215;496.467845823121;512.2400453165374;517.2421850198577;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
