taskId;deviceId;datacenterId;hostId;vmId;vmType;taskType;taskLenght;taskInputSize;taskOutputSize;taskCreationTime;taskStartTime;taskFinishedUploadTime;taskStartedDownloadTime;taskEndTime;status;netDelay;wlanDelay;manDelay;wanDelay;gsmDelay
1;961;1003;0;0;1;2;144553;1379;57;30.717314809681753;30.717314809681753;30.75908357024342;null;null;unfinished_TLE;0.0417687605616667;0.0417687605616667;0.0;0.0;0.0
2;287;1003;0;0;1;2;74896;2173;7;65.33454541022832;65.33454541022832;70.40180874773705;null;null;unfinished_TLE;5.067263337508739;0.06581835873857995;5.0014449787701585;0.0;0.0
3;986;1003;0;0;1;3;11282;26;19;126.25098642964016;126.25098642964016;131.253219344452;4453.702411086389;4458.703884589302;delay_above_the_limit;10.003706417724878;0.0013630124911348815;10.002343405233741;0.0;0.0
4;25;1003;0;0;1;3;8692;34;204;145.29853671328195;145.29853671328195;145.2995665449419;2949.2396897631056;2949.245868753065;delay_above_the_limit;0.0072088216197800405;0.0072088216197800405;0.0;0.0;0.0
5;357;1003;0;0;1;3;3163;8;1091;161.125477559213;161.125477559213;166.12716485131494;793.8672767821461;798.9012202715146;COMPLETED;10.035630781470456;0.03328779395016077;10.002342987520295;0.0;0.0
6;847;1003;0;0;1;0;387;41;41;181.08958994755062;181.08958994755062;186.09227719985947;263.44004531653735;268.44218501985773;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
7;142;1003;0;1;1;0;172;41;41;209.97069139756184;209.97069139756184;214.97337864987068;238.67337864987067;243.6755183023967;delay_above_the_limit;10.004826904834907;0.0024837116505124508;10.002343193184394;0.0;0.0
8;847;1003;0;1;1;0;156;41;41;214.08958994755062;214.08958994755062;219.09227719985947;241.206711983204;246.2088516865244;COMPLETED;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
9;142;1003;0;1;1;0;290;41;41;242.97069139756184;242.97069139756184;247.97337864987068;289.37337864987063;294.375518353191;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
10;847;1003;0;1;1;0;326;41;41;247.08958994755062;247.08958994755062;252.09227719985947;297.0900453165373;302.0921850198577;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
11;142;1003;0;0;1;0;169;41;41;275.97069139756184;275.97069139756184;280.9733786498707;325.7922771998595;330.79441690317987;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
12;847;1003;0;0;1;0;148;41;41;280.0895899475506;280.0895899475506;285.0922771998595;325.706711983204;330.7088516865244;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
13;139;1003;0;1;1;3;11519;11;1685;289.0627012553903;289.0627012553903;294.0644798327051;7954.6835488631705;7959.735483956167;delay_above_the_limit;10.05371367031131;0.051370426332550206;10.00234324397876;0.0;0.0
14;142;1003;0;1;1;0;368;41;41;308.97069139756184;308.97069139756184;313.9733786498707;382.7256105331928;387.7277503977682;delay_above_the_limit;10.004827116884254;0.0024837116505124508;10.002343405233741;0.0;0.0
15;847;1003;0;1;1;0;354;41;41;313.0895899475506;313.0895899475506;318.0922771998595;390.9422771998595;395.9444169031799;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
16;622;1003;0;1;1;1;2161;4;247;323.135776682929;323.135776682929;328.13734323607855;1491.2837274021326;1496.2921068350006;delay_above_the_limit;10.009945986017627;0.007602580783885673;10.002343405233741;0.0;0.0
17;142;1003;0;0;1;0;153;41;41;341.97069139756184;341.97069139756184;346.9733786498707;387.4123432360786;392.41448293939897;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
18;847;1003;0;0;1;0;374;41;41;346.0895899475506;346.0895899475506;351.0922771998595;435.73845948249186;440.74059918581224;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
19;142;1003;0;1;1;0;138;41;41;374.97069139756184;374.97069139756184;379.9733786498707;421.39109351317387;426.39323321649425;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
20;206;1003;0;1;1;3;16198;10;1997;377.5565367194289;377.5565367194289;382.55828500757724;null;null;unfinished_TLE;5.001748288148302;3.0289166469664035E-4;5.001445396483605;0.0;0.0
21;847;1003;0;1;1;0;148;41;41;379.0895899475506;379.0895899475506;384.0922771998595;431.79109351317385;436.79323321649423;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
22;73;1003;0;1;1;2;37950;658;45;379.1113845118199;379.1113845118199;384.13276017984055;null;null;unfinished_TLE;5.021375668020644;0.019930271537038934;5.001445396483605;0.0;0.0
23;494;1003;0;1;1;0;293;41;41;400.5607705569114;400.5607705569114;405.56345948249185;549.571989029878;554.5741287331983;delay_above_the_limit;10.004828628900903;0.0024837116505124508;10.00234491725039;0.0;0.0
24;142;1003;0;1;1;0;297;41;41;407.97069139756184;407.97069139756184;412.9733786498707;564.1938315179817;569.1959712213021;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
25;847;1003;0;1;1;0;131;41;41;412.0895899475506;412.0895899475506;417.0922771998595;469.6077601798405;474.6098998831609;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
26;605;1003;1;2;1;2;38045;3600;139;431.70951264275834;431.70951264275834;436.8199990385328;null;null;unfinished_TLE;5.110486395774396;0.10904099929079053;5.001445396483605;0.0;0.0
27;494;1003;0;1;1;0;301;41;41;433.5607705569114;433.5607705569114;438.56345780922027;610.8467911425536;615.848930845874;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
28;142;1003;0;0;1;0;441;41;41;440.97069139756184;440.97069139756184;445.9733794860225;545.5595124897877;550.5616521931081;delay_above_the_limit;10.0048277917811;0.0024837116505124508;10.002344080130587;0.0;0.0
29;847;1003;0;0;1;0;153;41;41;445.0895899475506;445.0895899475506;450.0922771998595;492.08171198320406;497.08385168652444;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
30;114;1003;0;1;1;0;155;41;41;458.46515857081215;458.46515857081215;463.467845823121;557.1900461526892;562.1921860172646;delay_above_the_limit;10.004827116884254;0.0024837116505124508;10.002343405233741;0.0;0.0
31;806;1003;0;1;1;1;15715;6;920;461.24304208450485;461.24304208450485;466.2446692159873;null;null;unfinished_TLE;5.001627131482423;1.817349988179842E-4;5.001445396483605;0.0;0.0
32;494;1003;0;1;1;0;474;41;41;466.5607705569114;466.5607705569114;471.56345780922027;772.6339438665261;777.6360835698465;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
33;142;1003;0;1;1;0;491;41;41;473.97069139756184;473.97069139756184;478.9733786498707;792.4873432360786;797.489483100654;delay_above_the_limit;10.004827116884254;0.0024837116505124508;10.002343405233741;0.0;0.0
34;847;1003;0;1;1;0;313;41;41;478.0895899475506;478.0895899475506;483.0922771998595;686.8803223632113;691.8824620665317;delay_above_the_limit;10.004826955629273;0.0024837116505124508;10.00234324397876;0.0;0.0
35;114;1003;1;2;1;0;158;41;41;491.46515857081215;491.46515857081215;491.4664004266374;510.24693325338706;510.2481751092123;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
36;494;1003;1;2;1;0;375;41;41;499.5607705569114;499.5607705569114;504.5634573915068;667.3051240581736;672.307263761494;delay_above_the_limit;10.004826537915827;0.0024837116505124508;10.002342826265314;0.0;0.0
37;142;1003;1;2;1;0;165;41;41;506.97069139756184;506.97069139756184;506.9719332533871;572.5217907248401;572.5230325806654;delay_above_the_limit;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
38;847;1003;1;2;1;0;157;41;41;511.0895899475506;511.0895899475506;516.092276782146;590.0672767821459;595.0694164854663;delay_above_the_limit;10.004826537915827;0.0024837116505124508;10.002342826265314;0.0;0.0
