taskId;deviceId;datacenterId;hostId;vmId;vmType;taskType;taskLenght;taskInputSize;taskOutputSize;taskCreationTime;taskStartTime;taskFinishedUploadTime;taskStartedDownloadTime;taskEndTime;status;netDelay;wlanDelay;manDelay;wanDelay;gsmDelay
1;961;1000;4;8;2;2;144553;1379;57;30.717314809681753;30.717314809681753;31.250159399461694;1476.772344171793;1476.7943689300364;delay_above_the_limit;0.5548693480232031;0.0;0.0;0.5548693480232031;0.0
2;287;1000;4;9;2;2;74896;2173;7;65.33454541022832;65.33454541022832;66.1741910183442;815.1269516473319;815.1296564422039;delay_above_the_limit;0.8423504029878709;0.0;0.0;0.8423504029878709;0.0
3;986;1000;4;10;2;3;11282;26;19;126.25098642964016;126.25098642964016;126.26103281059324;239.07167428837442;239.0790158744555;COMPLETED;0.0173879670341533;0.0;0.0;0.0173879670341533;0.0
4;25;1000;4;11;2;3;8692;34;204;145.29853671328195;145.29853671328195;145.3116742883744;232.22856875335242;232.30739420390725;COMPLETED;0.09196302564729966;0.0;0.0;0.09196302564729966;0.0
5;357;1000;4;10;2;3;3163;8;1091;161.125477559213;161.125477559213;161.12856875335243;192.75856875335242;193.18013035411377;COMPLETED;0.4246527949007661;0.0;0.0;0.4246527949007661;0.0
6;847;3;3;6;1;0;387;41;41;181.08958994755062;181.08958994755062;181.09083180337586;219.79083180337585;219.7920736592011;delay_above_the_limit;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
7;142;1;1;2;1;0;172;41;41;209.97069139756184;209.97069139756184;209.97193325338708;227.17193325338707;227.1731751092123;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
8;847;3;3;7;1;0;156;41;41;214.08958994755062;214.08958994755062;214.09083180337586;229.69083180337586;229.6920736592011;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
9;142;1;1;2;1;0;290;41;41;242.97069139756184;242.97069139756184;242.97193325338708;271.9719332533871;271.9731751092123;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
10;847;3;3;6;1;0;326;41;41;247.08958994755062;247.08958994755062;247.09083180337586;279.6908318033759;279.6920736592011;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
11;142;1;1;2;1;0;169;41;41;275.97069139756184;275.97069139756184;275.9719332533871;292.87193325338706;292.8731751092123;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
12;847;3;3;6;1;0;148;41;41;280.0895899475506;280.0895899475506;280.09083180337586;294.8908318033759;294.8920736592011;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
13;139;1000;4;10;2;3;11519;11;1685;289.0627012553903;289.0627012553903;289.066951647332;404.2556352297859;404.9067179953981;COMPLETED;0.6553331575538665;0.0;0.0;0.6553331575538665;0.0
14;142;1;1;2;1;0;368;41;41;308.97069139756184;308.97069139756184;308.9719332533871;345.76923117292824;345.7704730287535;delay_above_the_limit;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
15;847;3;3;6;1;0;354;41;41;313.0895899475506;313.0895899475506;313.09083180337586;348.49083180337584;348.4920736592011;delay_above_the_limit;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
16;622;1;1;3;1;1;2161;4;247;323.135776682929;323.135776682929;323.1358978395949;539.1544121294163;539.1618935535344;delay_above_the_limit;0.007602580783885673;0.007602580783885673;0.0;0.0;0.0
17;142;1;1;3;1;0;153;41;41;341.97069139756184;341.97069139756184;341.9719332533871;357.26923117292824;357.2704730287535;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
18;847;3;3;7;1;0;374;41;41;346.0895899475506;346.0895899475506;346.09083180337586;383.49017294442694;383.4914148002522;delay_above_the_limit;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
19;142;1;1;2;1;0;138;41;41;374.97069139756184;374.97069139756184;374.9719332533871;388.7719332533871;388.77317510921233;COMPLETED;0.0024837116505124508;0.0024837116505124508;0.0;0.0;0.0
